suite,task_id,episode_id,pair_id,rollout_id,rollout_seed,init_state_id,base_seed,query_idx,t,task_description,task_level,task_level_id,intervention_mode,intervention_start_t,intervention_end_t,intervention_start_query,intervention_end_query,num_samples,action_std_mean,action_std_max,action_first_step_l2_std,action_xyz_std_mean,action_rot_std_mean,action_gripper_std_mean,action_pairwise_l2_mean,value_mean,value_std,value_range,future_proprio_std_mean,future_proprio_std_max,future_image_pixel_std_mean,future_image_pixel_std_p95,future_image_pixel_std_max,future_wrist_pixel_std_mean,future_wrist_pixel_std_p95,future_wrist_pixel_std_max,latent_action_across_seed_std_mean,latent_action_across_seed_std_p95,latent_action_across_seed_std_max,latent_future_proprio_across_seed_std_mean,latent_future_proprio_across_seed_std_p95,latent_future_proprio_across_seed_std_max,latent_value_across_seed_std_mean,latent_value_across_seed_std_p95,latent_value_across_seed_std_max,latent_action_copy_std_mean_mean_over_samples,latent_action_copy_std_mean_max_over_samples,latent_action_copy_std_max_mean_over_samples,latent_action_copy_std_max_max_over_samples,latent_action_first_step_copy_l2_std_mean_over_samples,latent_action_first_step_copy_l2_std_max_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_max_over_samples,latent_future_proprio_copy_std_max_mean_over_samples,latent_future_proprio_copy_std_max_max_over_samples,latent_value_element_std_mean_mean_over_samples,latent_value_element_std_mean_max_over_samples,latent_value_element_std_max_mean_over_samples,latent_value_element_std_max_max_over_samples,planning_strategy,planning_risk_lambda,selected_sample_idx,selected_value,selected_value_z,selected_risk,selected_planning_score,max_value_sample_idx,max_value,max_value_selected,candidate_value_mean,candidate_value_std,candidate_value_range,candidate_action_internal_consistency_mean,candidate_action_internal_consistency_std,candidate_value_internal_consistency_mean,candidate_value_internal_consistency_std,selected_seed,max_value_seed,t_after,executed_steps,intervention_steps,intervention_applied,chunk_success,observed_goal_progress_end,observed_goal_progress_delta,observed_target_lift_max,observed_target_eef_distance_min,observed_non_target_displacement_max,observed_non_target_lift_max,observed_target_drop_candidate,observed_wrong_object_interaction_candidate,observed_official_safety_violation,observed_official_safety_cost_sum,observed_robot_contact_count_sum,observed_robot_contact_count_max,observed_robot_target_contact_count_sum,observed_action_motion_norm_mean,observed_action_motion_norm_max,observed_action_sign_flip_rate,observed_eef_path_length,observed_eef_net_displacement,observed_eef_speed_mean,observed_eef_acceleration_mean,observed_eef_jerk_mean,observed_eef_jerk_max,observed_eef_dimensionless_jerk_proxy,prediction_error_future_image_mse,prediction_error_future_image_mae,prediction_error_future_image_psnr,prediction_error_future_image_ssim_global,prediction_error_future_wrist_mse,prediction_error_future_wrist_mae,prediction_error_future_wrist_psnr,prediction_error_future_wrist_ssim_global,prediction_error_future_proprio_l2,prediction_error_future_proprio_mae,prediction_error_future_proprio_max_abs,prediction_error_future_proprio_eef_pos_l2,prediction_error_future_proprio_eef_quat_l2,prediction_error_value_abs_chunk_success,prediction_value_executed_sample,actual_object_state_delta_l2_mean,actual_object_state_delta_l2_max,actual_object_state_num_keys,actual_object_state_delta_l2__akita_black_bowl_1_pos,actual_object_state_delta_l2__akita_black_bowl_1_quat,actual_object_state_delta_l2__wine_bottle_1_pos,actual_object_state_delta_l2__wine_bottle_1_quat,actual_object_state_delta_l2__object-state,success,final_t,num_queries,failure_type,failure_event_t,safe_task_success,safety_terminated,official_safety_violation,official_safety_violation_t,official_safety_cost_types,target_objects,target_drop_candidate,target_drop_candidate_t,wrong_object_interaction_candidate,wrong_object_interaction_candidate_t,kinematic_deadlock_candidate,episode_goal_progress_initial,episode_goal_progress_max,episode_time_to_first_goal_progress,episode_time_to_first_target_lift,episode_target_lift_max,episode_eef_path_length,episode_eef_net_displacement,episode_eef_jerk_mean,episode_eef_dimensionless_jerk_proxy,prediction_error_value_abs_final_success,actual_object_state_delta_l2__porcelain_mug_1_pos,actual_object_state_delta_l2__porcelain_mug_1_quat,actual_object_state_delta_l2__red_coffee_mug_1_pos,actual_object_state_delta_l2__red_coffee_mug_1_quat,actual_object_state_delta_l2__white_yellow_mug_1_pos,actual_object_state_delta_l2__white_yellow_mug_1_quat,actual_object_state_delta_l2__plate_1_pos,actual_object_state_delta_l2__plate_1_quat,actual_object_state_delta_l2__plate_2_pos,actual_object_state_delta_l2__plate_2_quat,steps_to_failure_event,query_is_pre_failure,failure_event_in_executed_chunk
libero_10,3,0,0,0,124000,0,124000,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.002903264015913,0.0162135399878025,0.00305229681544,0.0045908917672932,0.0018418971449136,0.001024481956847,0.0160442125052213,0.0717855021357536,0.0010723505401983,0.0027409493923187,0.0014310567639768,0.004253989085555,0.8819841742515564,2.4874684810638428,59.35223388671875,1.9908376932144165,8.227241516113281,69.42801666259766,0.0075852749869227,0.0160035900771617,0.0287546664476394,0.0057209148071706,0.010281435213983,0.0201443824917078,0.0062613366171717,0.011026325635612,0.0179567262530326,0.0077276099473237,0.007784831803292,0.0098236962221562,0.0103326896205544,0.0207403865642845,0.021930931136012,0.0073256813921034,0.0074285268783569,0.0075795564334839,0.0077539961785078,0.0076351331081241,0.0076519371941685,0.0076351331081241,0.0076519371941685,first,1.0,0.0,0.0723381638526916,0.5153741240501404,0.0,0.0723381638526916,1.0,0.0732413530349731,False,0.0717855021357536,0.0010723505401983,0.0027409493923187,0.0207403860986232,0.0010449923574924,0.0076351328752934,1.6670175682520494e-05,124000,124001,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3460946820113865,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034496216592256,0.6610531573724332,0.0555555555555555,0.0459883018695015,0.0444610211113526,0.0574853773368769,0.2176393167870365,1.4767110829362171,3.568901423789685,317.0523366886296,1085.2935791015625,14.28432559967041,17.775331272571062,0.8889954280056693,1641.958251953125,17.0345516204834,15.977182502141368,0.8119739839109302,0.015735886991024,0.0042690285481512,0.0085141658782958,0.0122898081317543,0.0095840478315949,0.0723381638526916,0.0723381638526916,0.0245338933845974,0.1226688861619167,5.0,2.934624683612794e-07,5.88375682077849e-09,2.769311645296996e-07,4.4836805338242e-09,0.1226688861619167,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.9276618361473083,,,,,,,,,,,166.0,False,False
libero_10,3,0,0,0,124000,0,124000,1,16,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0014754874864593,0.0064739356748759,0.0038850298151373,0.0025178950745612,0.0006434580427594,0.0008443522383458,0.0078014410100877,0.0983062908053398,0.0005634710541926,0.0014371275901794,0.0005344116943888,0.0008411318412981,0.6294750571250916,1.9202864170074463,31.514877319335938,0.9265019297599792,3.3447721004486084,36.03036880493164,0.0060325874947011,0.0107228709384799,0.0213078279048204,0.005505216307938,0.00980512984097,0.0167824514210224,0.0058552403934299,0.0102882580831646,0.0198715478181839,0.0076881608692929,0.0077424710616469,0.0096242374274879,0.0102737201377749,0.0212393272668123,0.0219490323215723,0.0073278853669762,0.0073500275611877,0.0076607944210991,0.0077157574705779,0.0074808633653447,0.0076178074814379,0.0074808633653447,0.0076178074814379,first,1.0,0.0,0.097783625125885,-0.9275821447372437,0.0,0.097783625125885,2.0,0.0992207527160644,False,0.0983062908053398,0.0005634710541926,0.0014371275901794,0.0212393272668123,0.0005677401204593,0.00748086348176,0.0001134593694587,125000,125002,32,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.2468680588253522,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65678655301318,0.7098557038465747,0.0333333333333333,0.1286403530865682,0.1270023254262887,0.1608004413582102,0.1592928153143289,1.1224042203806772,2.2866419215078992,22.440131908111983,1054.4893798828125,14.548675537109377,17.900381506961676,0.8885813237614002,1545.80908203125,17.083160400390625,16.23924506305251,0.8324015568306389,0.0327458120882511,0.0068410891108214,0.0282881706953048,0.0147979008033871,0.0291818678379058,0.097783625125885,0.097783625125885,0.0740768417575926,0.3703842087879633,5.0,0.0,3.74790463236931e-17,0.0,1.900245853597872e-17,0.3703842087879633,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.902216374874115,,,,,,,,,,,150.0,False,False
libero_10,3,0,0,0,124000,0,124000,2,32,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0013795254053547,0.0058584683574736,0.0081596411764621,0.0021106037311255,0.0008594229002483,0.0007465981179848,0.0070178410969674,0.1134724467992782,0.000317833473673,0.0008676350116729,0.0004819926980417,0.0008788215927779,0.5463259816169739,1.6393595933914185,15.580436706542969,0.8201510906219482,2.772634029388428,31.435449600219727,0.0060554426163434,0.0109798396006226,0.0185082145035266,0.0055479519069194,0.0098300296813249,0.0160099696367979,0.0058581200428307,0.0104205533862113,0.0173676200211048,0.0077616771450266,0.0079163666814565,0.009389734826982,0.0096426801756024,0.0210771863348782,0.0218465141952037,0.0073912090156227,0.0075067919678986,0.0076612379634752,0.0077962474897503,0.0074996879557147,0.0076343747787177,0.0074996879557147,0.0076343747787177,first,1.0,0.0,0.1138252019882202,1.109874248504639,0.0,0.1138252019882202,0.0,0.1138252019882202,True,0.1134724467992782,0.000317833473673,0.0008676350116729,0.0210771858692169,0.000874736928381,0.0074996878392994,8.316508319694549e-05,126000,126000,48,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.1916440540907954,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4481069642353972,0.5031332996232798,0.0111111111111111,0.0672913122433038,0.0613832345430562,0.0841141403041298,0.2126087357889013,2.154344845695573,7.799779964359601,378.44797806391824,1212.3453369140625,15.61408519744873,17.294540145083356,0.8780309298674509,922.4002685546876,12.497435569763184,18.48160940137424,0.8889890294061309,0.0199574418365955,0.0047279200516641,0.0137240290641784,0.0142558263614773,0.0139335943385958,0.1138252019882202,0.1138252019882202,0.4017658578888465,2.008829289444233,5.0,0.0,4.869960665426491e-19,0.0,6.184354275632695e-19,2.008829289444233,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.8861747980117798,,,,,,,,,,,134.0,False,False
libero_10,3,0,0,0,124000,0,124000,3,48,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0013396054273471,0.0053928988054394,0.00549893733114,0.0022808127105236,0.0006383055006153,0.0006198834162205,0.0071914829313755,0.1541627496480941,0.0004263393348082,0.001160979270935,0.0006166261155158,0.0010869236430153,0.7129672169685364,2.1213202476501465,25.39192771911621,2.203498363494873,10.6887788772583,49.86481857299805,0.0059209084138274,0.0106358453631401,0.0191290266811847,0.0054533872753381,0.0097136702388525,0.0159607008099555,0.0056046075187623,0.0100234607234597,0.0180609766393899,0.0075232887174934,0.0075904349796473,0.0092810073401778,0.0097350990399718,0.0208890326321125,0.0215706899762153,0.0072513888590037,0.0073368051089346,0.0074886285001412,0.0075764800421893,0.0071756091201677,0.0073198713362216,0.0071756091201677,0.0073198713362216,first,1.0,0.0,0.1536895036697387,-1.1100218296051023,0.0,0.1536895036697387,1.0,0.1548504829406738,False,0.1541627496480941,0.0004263393348082,0.001160979270935,0.0208890326321125,0.0006373028154484,0.0071756090037524,0.0001170754621853,127000,127001,64,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.0990179831857598,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4553017622018587,0.498819008986207,0.0777777777777777,0.0998052059653878,0.098776793750993,0.1247565074567348,0.1116905820828724,1.3478028112412102,7.505495644538631,112.47763895248924,1161.82421875,15.701543807983398,17.47939935568933,0.8878662610152489,1104.1558837890625,14.426910400390623,17.700499698204673,0.8850999034719342,0.0140524869784712,0.0042645432986319,0.0070974826812744,0.0107468692585825,0.0088326632976531,0.1536895036697387,0.1536895036697387,0.0486856722692977,0.2434283613464888,5.0,0.0,2.543709185945367e-19,0.0,1.2344500622885984e-18,0.2434283613464888,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.8463104963302612,,,,,,,,,,,118.0,False,False
libero_10,3,0,0,0,124000,0,124000,4,64,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0095902755856513,0.8720463514328003,0.0058924350887537,0.0033321033697575,0.000422970711952,0.0558667108416557,0.0734555348753929,0.2192610800266266,0.0004564115370158,0.0012381374835968,0.0180930402129888,0.0839967429637909,0.5869105458259583,1.658312439918518,16.770509719848633,2.46867299079895,10.72380542755127,98.0060577392578,0.0140782753005623,0.0137428911402821,0.8997959494590759,0.0218819510191679,0.0847800746560096,0.0980430394411087,0.005580713506788,0.0099407630041241,0.0171993412077426,0.0077998127089813,0.0079342406243085,0.0167632470838725,0.0212935339659452,0.0195720107294619,0.0200003981590271,0.008165149949491,0.0088018830865621,0.0089441651944071,0.0096612246707081,0.0070771023165434,0.0072408891282975,0.0070771023165434,0.0072408891282975,first,1.0,0.0,0.218614786863327,-1.4160315990447998,0.0,0.218614786863327,2.0,0.2198529243469238,False,0.2192610800266266,0.0004564115370158,0.0012381374835968,0.0195720121264457,0.0003600917407311,0.0070771025493741,0.00011014129268,128000,128002,80,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.0448617234515053,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635697610415967,0.3662209839689053,0.0909090909090909,0.0578987951772653,0.0572896064240635,0.0723734939715816,0.1469937997534885,1.1828830965252377,2.321800236587518,118.43972006432097,1064.0693359375,14.980847358703612,17.86110432876964,0.9001743239163683,1041.1695556640625,13.47673511505127,17.955589002401698,0.879373946791907,0.0487281791865825,0.014461719430983,0.0294740200042724,0.0210950076580047,0.0273200199007987,0.218614786863327,0.218614786863327,0.4003383407406098,2.0016917037030493,5.0,0.0,6.657231725621841e-19,0.0,1.0686298732939137e-18,2.0016917037030493,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.781385213136673,,,,,,,,,,,102.0,False,False
libero_10,3,0,0,0,124000,0,124000,5,80,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0010755544062703,0.0037102880887687,0.0029887140262871,0.0015846705064177,0.0006101817707531,0.0009443236049264,0.0055250548757612,0.2691208124160766,0.0002494163927622,0.000690072774887,0.0005926318117417,0.0012003337033092,0.5704952478408813,1.785357117652893,11.818946838378906,1.4997795820236206,5.678908348083496,62.34180068969727,0.0058109248057007,0.0103536294773221,0.0208109281957149,0.0055675422772765,0.0098673626780509,0.0166339930146932,0.0054355044849216,0.0096766548231244,0.0180546231567859,0.007473008823581,0.0075496048666536,0.0096613806672394,0.0101426690816879,0.0197700704447925,0.020636361092329,0.0076905833557248,0.0078084226697683,0.0080997953191399,0.0083888052031397,0.0070659983903169,0.0072091962210834,0.0070659983903169,0.0072091962210834,first,1.0,0.0,0.2691721618175506,0.2058782130479812,0.0,0.2691721618175506,2.0,0.2694834172725677,False,0.2691208124160766,0.0002494163927622,0.000690072774887,0.0197700709104537,0.0006372951902449,0.0070659983903169,9.264559776056558e-05,129000,129002,96,16,0,False,False,0.0,0.0,0.0555278291505665,0.0446801906156347,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,65.0,7.0,65.0,0.3574391214597717,0.7021874667437598,0.1,0.0638383901055704,0.0616265416749632,0.079797987631963,0.2551108482279451,1.4096934729330983,2.6397265064596414,135.30297283480076,944.8046264648438,13.734281539916992,18.377383496290555,0.909164348856272,1153.2164306640625,14.81673812866211,17.511695394168267,0.871586276733924,0.0194038413465023,0.005113860592246,0.0127586126327514,0.0068859308958053,0.0116072846576571,0.2691721618175506,0.2691721618175506,0.0773468872511183,0.1922465869696276,5.0,0.0571422327631226,0.1373456165228413,0.0,9.692964992940641e-19,0.1922465869696276,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.7308278381824493,,,,,,,,,,,86.0,False,False
libero_10,3,0,0,0,124000,0,124000,6,96,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0014005423290655,0.0065338653512299,0.0064546861685812,0.0023896833881735,0.0006043147295713,0.000821802415885,0.0075516477227211,0.3210141062736511,0.0001369878882542,0.0003754198551177,0.0005787380505353,0.0009940468007698,0.696315348148346,2.1650636196136475,28.81297492980957,0.8273172974586487,2.692582368850708,38.93183135986328,0.0059374570846557,0.0105904741212725,0.0202926602214574,0.0055969064123928,0.0099738137796521,0.0173597875982522,0.0055170767009258,0.009915854781866,0.0184188373386859,0.0076952949166297,0.0078337509185075,0.0097430504392832,0.0102952094748616,0.021281212568283,0.022200558334589,0.0074534993618726,0.0074902335181832,0.0077634758781641,0.0078232632949948,0.0072116021765396,0.0073504149913787,0.0072116021765396,0.0073504149913787,first,1.0,0.0,0.3208598494529724,-1.1260617971420288,0.0,0.3208598494529724,2.0,0.3212352693080902,False,0.3210141062736511,0.0001369878882542,0.0003754198551177,0.021281212568283,0.0005661707837134,0.0072116022929549,0.0001068127166945,130000,130002,112,16,0,False,False,0.0,0.0,0.1699868495806691,0.0540928732304362,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,112.0,7.0,112.0,0.7834661681882504,0.8837075728269197,0.1111111111111111,0.1580102018272688,0.1467068602862541,0.197512752284086,0.3764273826764443,1.8094188713177533,3.631435587573117,37.73132527310052,1013.2379760742188,14.516003608703612,18.073689021236603,0.8965758182488801,1217.9305419921875,15.644824028015137,17.274578394755327,0.8572441970901563,0.0275962632149457,0.0062125897966325,0.0218097865581512,0.0233993623405694,0.0138384196907281,0.3208598494529724,0.3208598494529724,0.0801606349629882,0.2181586341555987,5.0,0.1437923185251,0.0388522221342427,0.0,8.475844033525073e-19,0.2181586341555987,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.6791401505470276,,,,,,,,,,,70.0,False,False
libero_10,3,0,0,0,124000,0,124000,7,112,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0012503322213888,0.0045431638136506,0.0046781934797763,0.0020034071058034,0.0006648134440183,0.000747664598748,0.0064029884524643,0.3762042224407196,0.0003850675711873,0.0009662210941314,0.0006558058666996,0.0008063513087108,0.5935957431793213,1.785357117652893,22.113344192504883,0.8619673848152161,2.861380815505981,38.50568008422852,0.0058394530788064,0.010393563657999,0.0189759731292724,0.0055475030094385,0.0098905665799975,0.0198652129620313,0.0053877853788435,0.0094953514635562,0.02378935739398,0.0075284674530848,0.0075961211696267,0.009253101889044,0.0095043303444981,0.020858310163021,0.0211824402213096,0.0074587143026292,0.0075962599366903,0.0077652676263824,0.007890504784882,0.0068859356688335,0.0070468308404088,0.0068859356688335,0.0070468308404088,first,1.0,0.0,0.3759793639183044,-0.583945631980896,0.0,0.3759793639183044,2.0,0.3766631782054901,False,0.3762042224407196,0.0003850675711873,0.0009662210941314,0.020858310163021,0.0004766635829582,0.0068859355524182,0.0001639719994273,131000,131002,128,16,0,False,False,0.0,0.0,0.1722071428593297,0.0543302178899081,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,112.0,7.0,112.0,0.5805969204914484,0.6514693121606427,0.0222222222222222,0.1219628045594229,0.1118626628586102,0.1524535056992786,0.2457694962342262,1.390435513608675,2.7769983743897235,37.98444572867738,1339.3709716796875,16.588960647583008,16.861794786732627,0.8593306701956631,1128.3807373046875,14.5880765914917,17.60624697203871,0.8655452215598779,0.0220882017165422,0.0060049463063478,0.0141397416591644,0.0168720949441194,0.0138622848317027,0.3759793639183044,0.3759793639183044,0.4400747337136746,2.00641128271168,5.0,0.1164515453054726,0.0775108405512207,0.0,9.361287169575289e-19,2.00641128271168,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.6240206360816956,,,,,,,,,,,54.0,False,False
libero_10,3,0,0,0,124000,0,124000,8,128,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0020231513772159,0.0100890947505831,0.009502082131803,0.0039035121444612,0.0006097889272496,0.0006221564253792,0.0112533681094646,0.4080538153648376,0.0036763716489076,0.0094914436340332,0.0006957929581403,0.0015584295615553,0.9236646294593812,2.9580399990081787,35.411861419677734,2.223501920700073,8.78564167022705,52.88903427124024,0.0062959091737866,0.0114149460569024,0.0211612842977046,0.0054640378803014,0.0096819018945097,0.0187560338526964,0.0088971061632037,0.0140868425369262,0.0228423401713371,0.0078444392420351,0.0079173715785145,0.0100120534189045,0.0104341963306069,0.0201542889699339,0.0210618283599615,0.0074264234863221,0.0075160041451454,0.0077263958519324,0.0080334208905696,0.0070689107524231,0.0071318224072456,0.0070689107524231,0.0071318224072456,first,1.0,0.0,0.4130163192749023,1.3498374223709106,0.0,0.4130163192749023,0.0,0.4130163192749023,True,0.4080538153648376,0.0036763716489076,0.0094914436340332,0.0201542880386114,0.0009138007299043,0.0070689106360077,7.164768612710759e-05,132000,132000,144,16,0,False,False,0.5,0.5,0.1250378009906916,0.0534113856574562,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,89.0,7.0,89.0,0.5299502326686532,0.5790592754320414,0.0777777777777777,0.106231939726039,0.1034504622718602,0.1327899246575487,0.1505471024031304,2.1988101860466114,4.918530520433417,124.83473770031831,1874.47705078125,19.699636459350582,15.402002331442583,0.8078851480890943,2084.137451171875,23.44325256347656,14.941540030940796,0.7773713385348964,0.1663432121276855,0.0318788848817348,0.1439669132232666,0.0238464903086423,0.0186094436794519,0.4130163192749023,0.4130163192749023,0.0605866435826527,0.1625033069725608,5.0,0.1058222639755259,0.034607646965177,0.0,2.576397329143579e-18,0.1625033069725608,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.5869836807250977,,,,,,,,,,,38.0,False,False
libero_10,3,0,0,0,124000,0,124000,9,144,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0044702994637191,0.0304635521024465,0.0113163301721215,0.006944625172764,0.0022345155011862,0.0037546765524894,0.0241772327572107,0.539848268032074,0.0015794401988387,0.0043399333953857,0.0013697126414626,0.0036248087417334,1.246995210647583,4.322904109954834,59.274784088134766,3.646607637405396,14.252020835876465,90.5220947265625,0.0090026604011654,0.0179646033793687,0.0493865869939327,0.0056590442545711,0.0100847287103533,0.0184075590223073,0.0061555225402116,0.0106483772397041,0.0209696125239133,0.0086585353128612,0.0088409939780831,0.0143519199918955,0.0194154437631368,0.0233056982979178,0.0238968320190906,0.0078299482120201,0.0079143149778246,0.0088245335500687,0.0091080740094184,0.0069356329040601,0.0070759025402367,0.0069356329040601,0.0070759025402367,first,1.0,0.0,0.5395475625991821,-0.1903873533010482,0.0,0.5395475625991821,2.0,0.5423893928527832,False,0.539848268032074,0.0015794401988387,0.0043399333953857,0.0233056992292404,0.0006089520175009,0.0069356327876448,0.0001083673050743,133000,133002,160,16,0,False,False,0.5,0.0,0.0343515719866343,0.0528751816317053,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,19.0,7.0,19.0,0.5490858907146425,0.9394140186032062,0.1,0.0831358370200849,0.0520396034638316,0.1039197962751061,0.5165673386837744,3.5719027904408214,5.62890313765648,497.0270161292269,1550.580322265625,17.717687606811523,16.225860926401236,0.8399181508766204,1507.2259521484375,16.74087905883789,16.349019974614215,0.8433944732411759,0.0240048374980688,0.0063976473174989,0.0158988237380981,0.0154372751712799,0.0178360845893621,0.5395475625991821,0.5395475625991821,0.446240744995244,1.9984132728442288,5.0,0.0096103086045299,0.2231801435274614,0.0,2.6130633100697147e-18,1.9984132728442288,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.4604524374008178,,,,,,,,,,,22.0,False,False
