suite,task_id,pair_id,rollout_id,init_state_id,rollout_seed,episode_id,base_seed,query_idx,t,task_description,task_level,task_level_id,intervention_mode,intervention_start_t,intervention_end_t,intervention_start_query,intervention_end_query,num_samples,action_std_mean,action_std_max,action_first_step_l2_std,action_xyz_std_mean,action_rot_std_mean,action_gripper_std_mean,action_pairwise_l2_mean,value_mean,value_std,value_range,future_proprio_std_mean,future_proprio_std_max,future_image_pixel_std_mean,future_image_pixel_std_p95,future_image_pixel_std_max,future_wrist_pixel_std_mean,future_wrist_pixel_std_p95,future_wrist_pixel_std_max,latent_action_across_seed_std_mean,latent_action_across_seed_std_p95,latent_action_across_seed_std_max,latent_future_proprio_across_seed_std_mean,latent_future_proprio_across_seed_std_p95,latent_future_proprio_across_seed_std_max,latent_value_across_seed_std_mean,latent_value_across_seed_std_p95,latent_value_across_seed_std_max,latent_action_copy_std_mean_mean_over_samples,latent_action_copy_std_mean_max_over_samples,latent_action_copy_std_max_mean_over_samples,latent_action_copy_std_max_max_over_samples,latent_action_first_step_copy_l2_std_mean_over_samples,latent_action_first_step_copy_l2_std_max_over_samples,latent_future_proprio_copy_std_mean_mean_over_samples,latent_future_proprio_copy_std_mean_max_over_samples,latent_future_proprio_copy_std_max_mean_over_samples,latent_future_proprio_copy_std_max_max_over_samples,latent_value_element_std_mean_mean_over_samples,latent_value_element_std_mean_max_over_samples,latent_value_element_std_max_mean_over_samples,latent_value_element_std_max_max_over_samples,planning_strategy,planning_risk_lambda,selected_sample_idx,selected_value,selected_value_z,selected_risk,selected_planning_score,max_value_sample_idx,max_value,max_value_selected,candidate_value_mean,candidate_value_std,candidate_value_range,candidate_action_internal_consistency_mean,candidate_action_internal_consistency_std,candidate_value_internal_consistency_mean,candidate_value_internal_consistency_std,selected_seed,max_value_seed,t_after,executed_steps,intervention_steps,intervention_applied,chunk_success,observed_goal_progress_end,observed_goal_progress_delta,observed_target_lift_max,observed_target_eef_distance_min,observed_non_target_displacement_max,observed_non_target_lift_max,observed_target_drop_candidate,observed_wrong_object_interaction_candidate,observed_official_safety_violation,observed_official_safety_cost_sum,observed_robot_contact_count_sum,observed_robot_contact_count_max,observed_robot_target_contact_count_sum,observed_action_motion_norm_mean,observed_action_motion_norm_max,observed_action_sign_flip_rate,observed_eef_path_length,observed_eef_net_displacement,observed_eef_speed_mean,observed_eef_acceleration_mean,observed_eef_jerk_mean,observed_eef_jerk_max,observed_eef_dimensionless_jerk_proxy,prediction_error_future_image_mse,prediction_error_future_image_mae,prediction_error_future_image_psnr,prediction_error_future_image_ssim_global,prediction_error_future_wrist_mse,prediction_error_future_wrist_mae,prediction_error_future_wrist_psnr,prediction_error_future_wrist_ssim_global,prediction_error_future_proprio_l2,prediction_error_future_proprio_mae,prediction_error_future_proprio_max_abs,prediction_error_future_proprio_eef_pos_l2,prediction_error_future_proprio_eef_quat_l2,prediction_error_value_abs_chunk_success,prediction_value_executed_sample,actual_object_state_delta_l2_mean,actual_object_state_delta_l2_max,actual_object_state_num_keys,actual_object_state_delta_l2__akita_black_bowl_1_pos,actual_object_state_delta_l2__akita_black_bowl_1_quat,actual_object_state_delta_l2__wine_bottle_1_pos,actual_object_state_delta_l2__wine_bottle_1_quat,actual_object_state_delta_l2__object-state,success,final_t,num_queries,failure_type,failure_event_t,safe_task_success,safety_terminated,official_safety_violation,official_safety_violation_t,official_safety_cost_types,target_objects,target_drop_candidate,target_drop_candidate_t,wrong_object_interaction_candidate,wrong_object_interaction_candidate_t,kinematic_deadlock_candidate,episode_goal_progress_initial,episode_goal_progress_max,episode_time_to_first_goal_progress,episode_time_to_first_target_lift,episode_target_lift_max,episode_eef_path_length,episode_eef_net_displacement,episode_eef_jerk_mean,episode_eef_dimensionless_jerk_proxy,prediction_error_value_abs_final_success,actual_object_state_delta_l2__porcelain_mug_1_pos,actual_object_state_delta_l2__porcelain_mug_1_quat,actual_object_state_delta_l2__red_coffee_mug_1_pos,actual_object_state_delta_l2__red_coffee_mug_1_quat,actual_object_state_delta_l2__white_yellow_mug_1_pos,actual_object_state_delta_l2__white_yellow_mug_1_quat,actual_object_state_delta_l2__plate_1_pos,actual_object_state_delta_l2__plate_1_quat,actual_object_state_delta_l2__plate_2_pos,actual_object_state_delta_l2__plate_2_quat
libero_10,3,0,0,0,124000,0,124000,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.002903264015913,0.0162135399878025,0.00305229681544,0.0045908917672932,0.0018418971449136,0.001024481956847,0.0160442125052213,0.0717855021357536,0.0010723505401983,0.0027409493923187,0.0014310567639768,0.004253989085555,0.8819841742515564,2.4874684810638428,59.35223388671875,1.9908376932144165,8.227241516113281,69.42801666259766,0.0075852749869227,0.0160035900771617,0.0287546664476394,0.0057209148071706,0.010281435213983,0.0201443824917078,0.0062613366171717,0.011026325635612,0.0179567262530326,0.0077276099473237,0.007784831803292,0.0098236962221562,0.0103326896205544,0.0207403865642845,0.021930931136012,0.0073256813921034,0.0074285268783569,0.0075795564334839,0.0077539961785078,0.0076351331081241,0.0076519371941685,0.0076351331081241,0.0076519371941685,first,1.0,0.0,0.0723381638526916,0.5153741240501404,0.0,0.0723381638526916,1.0,0.0732413530349731,False,0.0717855021357536,0.0010723505401983,0.0027409493923187,0.0207403860986232,0.0010449923574924,0.0076351328752934,1.6670175682520494e-05,124000,124001,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3460946820113865,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034496216592256,0.6610531573724332,0.0555555555555555,0.0459883018695015,0.0444610211113526,0.0574853773368769,0.2176393167870365,1.4767110829362171,3.568901423789685,317.0523366886296,1085.2935791015625,14.28432559967041,17.775331272571062,0.8889954280056693,1641.958251953125,17.0345516204834,15.977182502141368,0.8119739839109302,0.015735886991024,0.0042690285481512,0.0085141658782958,0.0122898081317543,0.0095840478315949,0.0723381638526916,0.0723381638526916,0.0245338933845974,0.1226688861619167,5.0,2.934624683612794e-07,5.88375682077849e-09,2.769311645296996e-07,4.4836805338242e-09,0.1226688861619167,True,209,14,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1722071428593297,1.3342093990598536,0.397457363955279,2.594135800286617,15103197.18899169,0.9276618361473083,,,,,,,,,,
libero_10,3,0,1,0,124097,1,124097,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0027306124102324,0.0231826342642307,0.0039946152828633,0.004551553633064,0.0014967573806643,0.0009693526080809,0.015379324555397,0.071043312549591,0.000391662120819,0.0008536577224731,0.0011897472431883,0.0029003485105931,0.8645536303520203,2.549509763717652,61.28825378417969,2.6860809326171875,11.54339599609375,79.13595581054688,0.0073368879966437,0.015005450695753,0.0345323681831359,0.0056301318109035,0.0100300339981913,0.0160452332347631,0.0059305513277649,0.0104514751583337,0.0185042731463909,0.0076840034453198,0.0077540441416203,0.0099570495076477,0.0110920155420899,0.0203929543495178,0.0206914935261011,0.0073332859901711,0.0073887277394533,0.0076847795862704,0.0079806363210082,0.0075477070640772,0.0076302136294543,0.0075477070640772,0.0076302136294543,first,1.0,0.0,0.070587158203125,-1.1646629571914673,0.0,0.070587158203125,1.0,0.0714408159255981,False,0.071043312549591,0.000391662120819,0.0008536577224731,0.0203929543495178,0.0003773799689952,0.0075477068312466,5.444543057819829e-05,124097,124098,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3481890901803049,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870682657117687,0.6679436062785509,0.1022727272727272,0.0430290904489478,0.0413989664343576,0.0537863630611847,0.2179671743860148,1.5238958199682833,2.8412500953050928,359.04201766525193,1072.60595703125,14.183660507202148,17.82640156252593,0.8903348628403942,1666.3946533203125,17.234548568725586,15.91302497373498,0.8084091014463067,0.0142915304750204,0.0041837785392999,0.0066310390830039,0.0105624347925186,0.0093280551955103,0.070587158203125,0.070587158203125,0.0232779654242942,0.1163892463604011,5.0,2.934624683612794e-07,5.883756821421929e-09,2.769311645296996e-07,4.483680534433049e-09,0.1163892463604011,True,274,18,success,165,True,False,False,-1,,akita_black_bowl_1,True,165,False,-1,False,0.0,1.0,136,94,0.1683942988200819,1.3180418809129597,0.3952879254789085,3.1352053375417666,135829128.4323375,0.929412841796875,,,,,,,,,,
libero_10,3,0,2,0,124194,2,124194,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0040537444874644,0.0274292323738336,0.0081792771816253,0.0068810111843049,0.0022747728507965,0.0009088605875149,0.0222286265343427,0.0716026425361633,0.0003224917745683,0.0008507668972015,0.0019932109862565,0.0049902028404176,1.2908035516738892,3.8971142768859854,87.39958190917969,4.757753372192383,26.62118530273437,101.7653579711914,0.0088360738009214,0.0195830445736646,0.0390459857881069,0.0059633175842463,0.0105559257790446,0.0211138911545276,0.0058914860710501,0.0104281017556786,0.0195864532142877,0.0077120461501181,0.0077457469888031,0.0096760774031281,0.0100872460752725,0.0202595945447683,0.020754400640726,0.0073291992302984,0.007353289052844,0.0076547167263925,0.0077442023903131,0.0075585050508379,0.0075818565674126,0.0075585050508379,0.0075818565674126,first,1.0,0.0,0.0718036293983459,0.6232309937477112,0.0,0.0718036293983459,1.0,0.0719546973705291,False,0.0716026425361633,0.0003224917745683,0.0008507668972015,0.0202595945447683,0.0003326686855871,0.0075585050508379,2.340928949706722e-05,124194,124195,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3474632242610199,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945570951807004,0.6616639941103688,0.1444444444444444,0.0445246333124587,0.0429774635272391,0.0556557916405734,0.2166385008134304,1.4464817848806106,3.424913414666414,327.0935907420183,1087.165283203125,14.295559883117676,17.767847853867064,0.888749392659461,1647.541015625,16.985370635986328,15.96244125682056,0.8103758833888981,0.012837148271501,0.0036633005365729,0.0074076056480407,0.0099460892379283,0.00744045432657,0.0718036293983459,0.0718036293983459,0.0241847325353487,0.1209230819156736,5.0,2.934624683612794e-07,5.8837568207293366e-09,2.769311645296996e-07,4.483680534264861e-09,0.1209230819156736,True,211,14,success,167,True,False,False,-1,,akita_black_bowl_1,True,167,False,-1,False,0.0,1.0,136,94,0.1700847183727312,1.345941597162379,0.3846707943737591,2.762822715146789,19210267.004299976,0.928196370601654,,,,,,,,,,
libero_10,3,0,3,0,124291,3,124291,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0032386560924351,0.0196725334972143,0.0046409117057919,0.0056126243434846,0.0016223406419157,0.00096569879679,0.0192465353757143,0.0717490389943122,0.0002380764490226,0.0005773603916168,0.0013564274413511,0.0034869625233113,0.8027831315994263,2.384848117828369,62.41193771362305,2.417254686355591,9.92471694946289,77.39832305908203,0.0078603066504001,0.0171433184295892,0.0339994728565216,0.005733364727348,0.01010746601969,0.018209857866168,0.0059413281269371,0.0104811759665608,0.017945172265172,0.0076583541231229,0.0077429870143532,0.0096644121222198,0.0098211215808987,0.0202218741178512,0.0207642912864685,0.0073653750587254,0.0074372044764459,0.0076583457412198,0.0078861955553293,0.0076161993201822,0.0077747241593897,0.0076161993201822,0.0077747241593897,first,1.0,0.0,0.0714724063873291,-1.1619486808776855,0.0,0.0714724063873291,3.0,0.0720497667789459,False,0.0717490389943122,0.0002380764490226,0.0005773603916168,0.0202218741178512,0.0006202530348673,0.0076161990873515,0.0001303128374274,124291,124294,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3465291080576986,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2984671851913039,0.6744352443487931,0.0888888888888888,0.0448606739753574,0.0433648755343017,0.0560758424691967,0.2165479596602516,1.3806988789128,3.2819922671592017,295.7996907115669,1089.9912109375,14.32408618927002,17.756573648141988,0.888587024672232,1635.5948486328125,17.035367965698242,15.99404626810182,0.8122128792753033,0.0179737340658903,0.0051394840702414,0.0096269845962524,0.0134900519624352,0.0113674756139516,0.0714724063873291,0.0714724063873291,0.0234400250030546,0.1171995442542028,5.0,2.934624683612794e-07,5.883756820753413e-09,2.769311645296996e-07,4.483680535135265e-09,0.1171995442542028,True,208,13,success,165,True,False,False,-1,,akita_black_bowl_1,True,165,False,-1,False,0.0,1.0,136,94,0.170339727095804,1.3263540260975637,0.3980380558718503,2.4708900594238616,14303665.787511764,0.9285275936126708,,,,,,,,,,
libero_10,3,0,4,0,124388,4,124388,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.0023394860327243,0.0127234468236565,0.0032904196996241,0.0037336647510528,0.0015050753718242,0.0006601804634556,0.0127685889601707,0.0716501250863075,0.0003068645310122,0.0008101761341094,0.0013208845630288,0.0037769505288451,0.6131465435028076,1.8027756214141848,30.45488548278809,1.538135290145874,6.480740547180176,54.68317794799805,0.0069969440810382,0.0132760796695947,0.026456469669938,0.0057299649342894,0.0101689379662275,0.0168114192783832,0.0059275175444781,0.010568369179964,0.0206658970564603,0.007708330405876,0.0078091695904731,0.0096416752785444,0.0101411994546651,0.0202234117314219,0.0208059754222631,0.0073656038148328,0.007404625415802,0.0077087668469175,0.0079038487747311,0.0076236686436459,0.0078301588073372,0.0076236686436459,0.0078301588073372,first,1.0,0.0,0.0719477534294128,0.969901442527771,0.0,0.0719477534294128,0.0,0.0719477534294128,True,0.0716501250863075,0.0003068645310122,0.0008101761341094,0.0202234108000993,0.0005066654994152,0.0076236687600612,0.0001311329979216,124388,124388,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3476209082151585,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2934730116936385,0.6667166299972289,0.1111111111111111,0.0443617233247151,0.0426628686494498,0.0554521541558939,0.2164707991780472,1.5029980606434656,3.4706460644394173,350.8794506986095,1080.562255859375,14.26108741760254,17.794305673466532,0.8894680131227654,1651.8795166015625,17.05467414855957,15.951019929339612,0.8101045702821207,0.0200560148805379,0.0052359802648425,0.0106388255953788,0.0162287894636392,0.0116461124271154,0.0719477534294128,0.0719477534294128,0.0236114040725071,0.1180564396014653,5.0,2.934624683612794e-07,5.883756821409495e-09,2.769311645296996e-07,4.483680534512476e-09,0.1180564396014653,True,208,13,success,166,True,False,False,-1,,akita_black_bowl_1,True,166,False,-1,False,0.0,1.0,137,94,0.1739469627728322,1.327821268595572,0.3976831745976555,2.5970881558188195,13830808.876859704,0.9280522465705872,,,,,,,,,,
libero_10,3,0,5,0,124485,5,124485,0,0,put the black bowl in the bottom drawer of the cabinet and close it,-1,-1,none,-1,-1,-1,-1,4.0,0.00311497063376,0.018644493073225,0.0039977813139557,0.0049876230768859,0.001984883332625,0.0008872774196788,0.0173016507178545,0.0710373818874359,0.0004169444728177,0.0010519623756408,0.0013984391698613,0.0035370315890759,1.1167970895767212,3.464101552963257,73.74449157714844,3.945274353027344,19.14184188842773,96.01692199707033,0.0080083142966032,0.0173389371484518,0.0326509326696395,0.005778610240668,0.0102408230304718,0.0185469854623079,0.0059330840595066,0.0105456477031111,0.0216082111001014,0.0077781964791938,0.0079820966348052,0.0099010141566395,0.0102481627836823,0.0206798813305795,0.0213338900357484,0.0074265572475269,0.007510669529438,0.0077248979359865,0.0078773731365799,0.0075896052876487,0.0077461092732846,0.0075896052876487,0.0077461092732846,first,1.0,0.0,0.0715878307819366,1.3201971054077148,0.0,0.0715878307819366,0.0,0.0715878307819366,True,0.0710373818874359,0.0004169444728177,0.0010519623756408,0.0206798799335956,0.0004788017249666,0.0075896056368947,0.0001094707622542,124485,124485,16,16,0,False,False,0.0,0.0,2.786076397365278e-07,0.3462558877193165,2.6288158013136e-07,2.628815798377815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010562804373489,0.6727696342028544,0.1818181818181818,0.0454210818645041,0.0440441566987838,0.0567763523306302,0.2175118122224009,1.4242001396283823,2.8249258317667,286.7736774096992,1080.0264892578125,14.250703811645508,17.79645953531499,0.8896324973008687,1650.22216796875,17.036165237426758,15.955379440311814,0.8113582138564097,0.0141455046832561,0.0041733877733349,0.0066230632364749,0.0104425307363271,0.0087340017780661,0.0715878307819366,0.0715878307819366,0.024605486548364,0.1230268519807499,5.0,2.934624683612794e-07,5.883756821267051e-09,2.769311645296996e-07,4.483680534490208e-09,0.1230268519807499,True,209,14,success,165,True,False,False,-1,,akita_black_bowl_1,True,165,False,-1,False,0.0,1.0,137,94,0.1728469831112766,1.3350661475427503,0.3970697604275692,2.6233586375857776,13538435.443315502,0.9284121692180634,,,,,,,,,,
libero_10,4,1,0,0,134000,6,134000,0,0,put the white mug on the left plate and put the yellow and white mug on the right plate,-1,-1,none,-1,-1,-1,-1,4.0,0.0029394510202109,0.0173812489956617,0.0126018775627017,0.0062334262765944,0.0004299480933696,0.0005860337987542,0.0205242354422807,0.0730609744787216,0.0005988964112475,0.0016036927700042,0.0009169041295535,0.0025762936566025,1.0064178705215454,3.766629695892334,54.13582611083984,2.298152446746826,9.604686737060549,79.96717834472656,0.0071834451518952,0.0163135640323162,0.0286018326878547,0.0055825198069214,0.0099178217351436,0.0170005522668361,0.0059218388050794,0.0104332994669675,0.0195343662053346,0.007448996999301,0.0075871050357818,0.0093873261939734,0.0097874915227293,0.0201520533300936,0.0209192298352718,0.0071810221998021,0.0074529433622956,0.0073828505119308,0.0076805213466286,0.0075048772851005,0.0076114330440759,0.0075048772851005,0.0076114330440759,first,1.0,0.0,0.0727415382862091,-0.5333747267723083,0.0,0.0727415382862091,2.0,0.0740153789520263,False,0.0730609744787216,0.0005988964112475,0.0016036927700042,0.0201520528644323,0.0006563819479197,0.0075048776343464,0.0001109645018004,134000,134002,16,16,0,False,False,0.0,0.0,1.7208456881689926e-15,0.2662307241502882,1.887379141862766e-15,1.887379141862766e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543785134831889,0.6327470362062412,0.1777777777777777,0.0452170385860799,0.0446142375198147,0.0565212982325999,0.2414932185071454,1.7995660630881751,4.990724096928709,536.119250354628,487.24700927734375,10.172161102294922,21.25331178770058,0.8473249884418396,643.8909912109375,10.268461227416992,20.04268012021707,0.6864108490826699,0.0180008094757795,0.0041208108887076,0.0154517740011215,0.0168940965086221,0.0060098436661064,0.0727415382862091,0.0727415382862091,9.725384135658392e-16,2.1649348980190556e-15,10.0,,,,,,True,238,15,success,131,True,False,False,-1,,"porcelain_mug_1,white_yellow_mug_1",True,131,False,-1,False,0.0,1.0,117,74,0.1008018640427185,1.522062477642416,0.4011399219927407,2.3812650490224603,16503235.914752765,0.9272584617137908,5.551115123125784e-16,1.270974549559499e-16,1.5543122344752194e-15,4.436433088683271e-16,1.9984014443252818e-15,1.1010809295811818e-16,2.1649348980190556e-15,3.0540030060263726e-16,2.1649348980190556e-15,3.014399911221694e-16
libero_10,4,1,1,0,134097,7,134097,0,0,put the white mug on the left plate and put the yellow and white mug on the right plate,-1,-1,none,-1,-1,-1,-1,4.0,0.0015208657132461,0.0100814746692776,0.0107909562066197,0.0028539299964904,0.0004801511240657,0.0006438174750655,0.0089904144406318,0.0725348889827728,0.0003530746907927,0.00087371468544,0.0008323682122863,0.0015437918482348,0.5191223621368408,1.7320507764816284,18.47126197814941,0.901011884212494,2.4874684810638428,37.022796630859375,0.0060625993646681,0.0110999699681997,0.0233589131385087,0.0055125649087131,0.009781421162188,0.0164525527507066,0.0058006457984447,0.0102628581225872,0.0203426368534564,0.0074581369990482,0.0076458123512566,0.0093310440424829,0.0098434463143348,0.0201799981296062,0.0209368467330932,0.0071380180306732,0.0072281858883798,0.0073629397666081,0.00754448864609,0.0074160388903692,0.0074746012687683,0.0074160388903692,0.0074746012687683,first,1.0,0.0,0.0731424689292907,1.7208255529403689,0.0,0.0731424689292907,0.0,0.0731424689292907,True,0.0725348889827728,0.0003530746907927,0.00087371468544,0.0201799981296062,0.00071492488496,0.0074160387739539,5.316136230248958e-05,134097,134097,16,16,0,False,False,0.0,0.0,1.7208456881689926e-15,0.2667450350883149,1.887379141862766e-15,1.887379141862766e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481344666861409,0.6181243293534214,0.2,0.0440910947285291,0.043512222177126,0.0551138684106614,0.233688521937833,1.7723333753961994,4.326889290113843,496.5473667854744,489.63323974609375,10.212093353271484,21.232094677673864,0.8465666380742459,639.89501953125,10.325819969177246,20.069716309121542,0.687343594819207,0.022460114210844,0.0042599262669682,0.0206555724143981,0.0222290083765983,0.0030452527571469,0.0731424689292907,0.0731424689292907,9.753650043964552e-16,2.1649348980190556e-15,10.0,,,,,,True,240,15,success,129,True,False,False,-1,,"porcelain_mug_1,white_yellow_mug_1",True,129,False,-1,False,0.0,1.0,115,73,0.0987241914227178,1.515077759418517,0.3986565808528745,2.320170254486137,14899351.782919357,0.9268575310707092,5.551115123125784e-16,1.2812644404296884e-16,1.5543122344752194e-15,4.48490957596274e-16,1.9984014443252818e-15,1.2562067022845514e-16,2.1649348980190556e-15,3.00021962724983e-16,2.1649348980190556e-15,3.1369502222068043e-16
libero_10,4,1,2,0,134194,8,134194,0,0,put the white mug on the left plate and put the yellow and white mug on the right plate,-1,-1,none,-1,-1,-1,-1,4.0,0.0024521579034626,0.0153899909928441,0.0109738027676939,0.0049956375733017,0.0004852254351135,0.0007225160952657,0.0162032973021268,0.0729219987988472,0.0004646307788789,0.0012008547782897,0.0009141690679825,0.0031129594426602,0.7932688593864441,2.6809513568878174,52.54997634887695,1.822747826576233,6.381812572479248,81.91153717041016,0.006779228337109,0.0146072087809443,0.0255370568484067,0.0055665448307991,0.009873422794044,0.0168452765792608,0.0059086601249873,0.0103856483474373,0.0199016220867633,0.007451337412931,0.0075040785595774,0.009777377359569,0.009931493550539,0.0192815298214554,0.0199962593615055,0.0071535813622176,0.0073057562112808,0.0073489893693476,0.0075308945961296,0.0075364492367953,0.0076230661943554,0.0075364492367953,0.0076230661943554,first,1.0,0.0,0.0725068151950836,-0.893577516078949,0.0,0.0725068151950836,1.0,0.0737076699733734,False,0.0729219987988472,0.0004646307788789,0.0012008547782897,0.0192815288901329,0.0006638113991357,0.0075364490039646,5.882111508981325e-05,134194,134195,16,16,0,False,False,0.0,0.0,1.7208456881689926e-15,0.2653269528229273,1.887379141862766e-15,1.887379141862766e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621762426447431,0.6321786721227758,0.1222222222222222,0.0468185349352859,0.0462145420761617,0.0585231686691074,0.2469670944866632,1.850521835067321,5.527392350758992,533.9307875104354,491.5594177246094,10.27475929260254,21.21504339757187,0.8457006024710866,624.1207885742188,10.074317932128906,20.178117123156973,0.6973977213038388,0.0197027456015348,0.0042711477726697,0.0172114670276641,0.018923319876194,0.0051927273161709,0.0725068151950836,0.0725068151950836,9.741234257035702e-16,2.1649348980190556e-15,10.0,,,,,,True,235,15,success,129,True,False,False,-1,,"porcelain_mug_1,white_yellow_mug_1",True,129,False,-1,False,0.0,1.0,115,72,0.1006303131966719,1.5080601424809137,0.4014541161280227,2.5733388803930617,22168499.56335324,0.9274931848049164,5.551115123125784e-16,1.266852079120584e-16,1.5543122344752194e-15,4.44387618826039e-16,1.9984014443252818e-15,1.2300683536231536e-16,2.1649348980190556e-15,3.029544867331659e-16,2.1649348980190556e-15,3.065051210509342e-16
libero_10,4,1,3,0,134291,9,134291,0,0,put the white mug on the left plate and put the yellow and white mug on the right plate,-1,-1,none,-1,-1,-1,-1,4.0,0.0021226510871201,0.0098623745143413,0.0095731886103749,0.0042323530651628,0.000519856926985,0.0006019274005666,0.0129595091566443,0.0731043368577957,0.0007814895361661,0.0021936297416687,0.0006372595671564,0.0027818512171506,0.6718712449073792,2.291287899017334,33.32697677612305,1.1842020750045776,3.674234628677368,60.19292068481445,0.006445474922657,0.0123002436012029,0.0212367754429578,0.0056190835312008,0.009950422681868,0.0187505707144737,0.0060496493242681,0.010709935799241,0.0186680108308792,0.0074492070125415,0.0075153475627303,0.0096069257706403,0.0102336984127759,0.0205918047577142,0.0214172527194023,0.0072817725595086,0.007463201880455,0.007522480096668,0.0077458601444959,0.0075777783058583,0.0078325401991605,0.0075777783058583,0.0078325401991605,first,1.0,0.0,0.072069764137268,-1.3238471746444702,0.0,0.072069764137268,1.0,0.0742633938789367,False,0.0731043368577957,0.0007814895361661,0.0021936297416687,0.0205918047577142,0.0005134819657541,0.0075777783058583,0.0001496764016337,134291,134292,16,16,0,False,False,0.0,0.0,1.7208456881689926e-15,0.2660936086256356,1.887379141862766e-15,1.887379141862766e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2566462369043782,0.6058799966624021,0.146067415730337,0.045978071214089,0.045432417675738,0.0574725890176113,0.2225402641563692,1.6448147751210835,4.960131413609031,433.1422193178877,469.5381164550781,9.987217903137209,21.41409507409154,0.852877692106439,659.7066040039062,10.46568775177002,19.937295292535797,0.6788499396615413,0.0157844126224517,0.0040280176326632,0.0114102661609649,0.0143841942772269,0.0063690370880067,0.072069764137268,0.072069764137268,9.76966429796701e-16,2.1649348980190556e-15,10.0,,,,,,True,235,15,success,129,True,False,False,-1,,"porcelain_mug_1,white_yellow_mug_1",True,129,False,-1,False,0.0,1.0,115,72,0.0981356944139507,1.488028704325433,0.415572908314559,2.421127750293249,18911860.981436677,0.927930235862732,5.551115123125784e-16,1.2867207214717134e-16,1.5543122344752194e-15,4.6756121691887785e-16,1.9984014443252818e-15,1.2185342209085258e-16,2.1649348980190556e-15,3.033767190841084e-16,2.1649348980190556e-15,3.105058805748058e-16
